id,date,sum,category
651310359,2024-04-09,3000.0,Продукты
372908084,2024-03-09,2109.71,Девушки и вино
651310359,2024-04-09,40000.0,Одежда
372908084,2024-04-09,577.0,Девушки и вино
372908084,2024-04-09,300.0,Девушки и вино
